Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
IMf20_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,50,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",3,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",4,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",3,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",4,0.0,0,0,0
Flower_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Request For Payment APPROVED by PRE_APPROVER', 'Request For Payment REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Request For Payment REJECTED by MISSING', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit SAVED by EMPLOYEE', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR', 'Permit FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Permit FOR_APPROVAL by SUPERVISOR', 'Declaration FINAL_APPROVED by DIRECTOR', 'Request For Payment APPROVED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Request For Payment REJECTED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,51,0
