Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
IMf20_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,16,0
IMf20_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,130,0
IMf20_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,610,0
IMf20_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,1945,0
IMf20_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,14,0
IMf20_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,102,0
IMf20_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,432,0
IMf20_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,1257,0
Alpha+_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,1,0
Alpha+_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,1,0
