Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
IMf20_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,29,0
IMf20_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,435,0
IMf20_,AlignmentEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,26,0
IMf20_,AlignmentEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,351,0
Alpha+_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",3,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",4,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by MISSING', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment SAVED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
